Broaders Of THIST Concept;THIST Concept's PrefLabel;THIST Concept  URI;EUROVOC Concept URI;EUROVOC Concept's PrefLabel;Broaders Of  EUROVOC Concept;"E =ExactMAtch ; C= CloseMatch ; B= broaderMatch ; N= NarrowMAtch   NA= in corrispondenza di una della righe dei mapping che secondo voi non sono da accettare;  (definizioni  relazioni di mapping sono rintracciabili su http://www.w3.org/TR/skos-reference/#mapping)"
Europe| Europa Island| Southern Europe;Serbia and Montenegro;http://linkeddata.ge.imati.cnr.it/resource/ThIST/srbija-crnagora;http://eurovoc.europa.eu/5746;Montenegro;Eastern Europe| Eastern Europe| Eastern Europe;E
Europe| Europa Island| Southern Europe;Serbia and Montenegro;http://linkeddata.ge.imati.cnr.it/resource/ThIST/srbija-crnagora;http://eurovoc.europa.eu/5746;Montenegro;Western Balkans| Western Balkans| Western Balkans;E
Europe| Europa Island| Southern Europe;Serbia and Montenegro;http://linkeddata.ge.imati.cnr.it/resource/ThIST/srbija-crnagora;http://eurovoc.europa.eu/5892;Serbia;CEFTA countries| CEFTA countries| CEFTA countries;E
Europe| Europa Island| Southern Europe;Serbia and Montenegro;http://linkeddata.ge.imati.cnr.it/resource/ThIST/srbija-crnagora;http://eurovoc.europa.eu/5892;Serbia;Council of Europe countries| Council of Europe countries| Council of Europe countries;E
Europe| Europa Island| Southern Europe;Serbia and Montenegro;http://linkeddata.ge.imati.cnr.it/resource/ThIST/srbija-crnagora;http://eurovoc.europa.eu/5892;Serbia;Eastern Europe| Eastern Europe| Eastern Europe;E
Europe| Europa Island| Southern Europe;Serbia and Montenegro;http://linkeddata.ge.imati.cnr.it/resource/ThIST/srbija-crnagora;http://eurovoc.europa.eu/5892;Serbia;Western Balkans| Western Balkans| Western Balkans;E
Europe| Europa Island| Southern Europe;Serbia and Montenegro;http://linkeddata.ge.imati.cnr.it/resource/ThIST/srbija-crnagora;http://eurovoc.europa.eu/6223;Serbia and Montenegro;Eastern Europe| Eastern Europe| Eastern Europe;E
Europe| Europa Island| Southern Europe;Thessaly Greece;http://linkeddata.ge.imati.cnr.it/resource/ThIST/tessaglia;http://eurovoc.europa.eu/4458;Thessaly;regions of Greece| regions of Greece| regions of Greece;E
Europe| Europa Island| Southern Europe;Valle d'Aosta Italy;http://linkeddata.ge.imati.cnr.it/resource/ThIST/valledaosta;http://eurovoc.europa.eu/4640;Valle d'Aosta;regions of Italy| regions of Italy| regions of Italy;E
Europe| Europa Island| Southern Europe;Vojvodina;http://linkeddata.ge.imati.cnr.it/resource/ThIST/vojvodina;http://eurovoc.europa.eu/5955;Vojvodina;Serbia| Serbia| Serbia;E
Europe| Europa Island| Southern Europe| San Marino San Marino| San Marino;San Marino;http://linkeddata.ge.imati.cnr.it/resource/ThIST/sanmarino;http://eurovoc.europa.eu/3814;San Marino;Council of Europe countries| Council of Europe countries| Council of Europe countries| Council of Europe countries| Council of Europe countries;E
Europe| Europa Island| Southern Europe| San Marino San Marino| San Marino;San Marino San Marino;http://linkeddata.ge.imati.cnr.it/resource/ThIST/sanmarino;http://eurovoc.europa.eu/3814;San Marino;Council of Europe countries| Council of Europe countries| Council of Europe countries| Council of Europe countries| Council of Europe countries;E
Europe| Europa Island| Southern Europe| San Marino San Marino| San Marino;San Marino;http://linkeddata.ge.imati.cnr.it/resource/ThIST/sanmarino;http://eurovoc.europa.eu/3814;San Marino;Southern Europe| Southern Europe| Southern Europe| Southern Europe| Southern Europe;E
Europe| Europa Island| Southern Europe| San Marino San Marino| San Marino;San Marino San Marino;http://linkeddata.ge.imati.cnr.it/resource/ThIST/sanmarino;http://eurovoc.europa.eu/3814;San Marino;Southern Europe| Southern Europe| Southern Europe| Southern Europe| Southern Europe;E
Europe| Europa Island| Southern Europe| Sassari Italy;Spain;http://linkeddata.ge.imati.cnr.it/resource/ThIST/espana;http://eurovoc.europa.eu/863;Spain;Council of Europe countries| Council of Europe countries| Council of Europe countries| Council of Europe countries;E
Europe| Europa Island| Southern Europe| Sassari Italy;Spain;http://linkeddata.ge.imati.cnr.it/resource/ThIST/espana;http://eurovoc.europa.eu/863;Spain;EU Member State| EU Member State| EU Member State| EU Member State;E
Europe| Europa Island| Southern Europe| Sassari Italy;Spain;http://linkeddata.ge.imati.cnr.it/resource/ThIST/espana;http://eurovoc.europa.eu/863;Spain;NATO countries| NATO countries| NATO countries| NATO countries;E
Europe| Europa Island| Southern Europe| Sassari Italy;Spain;http://linkeddata.ge.imati.cnr.it/resource/ThIST/espana;http://eurovoc.europa.eu/863;Spain;OECD countries| OECD countries| OECD countries| OECD countries;E
Europe| Europa Island| Southern Europe| Sassari Italy;Spain;http://linkeddata.ge.imati.cnr.it/resource/ThIST/espana;http://eurovoc.europa.eu/863;Spain;Southern Europe| Southern Europe| Southern Europe| Southern Europe;E
Europe| Europa Island| Southern Europe| Sassari Italy;Spain;http://linkeddata.ge.imati.cnr.it/resource/ThIST/espana;http://eurovoc.europa.eu/863;Spain;WEU countries| WEU countries| WEU countries| WEU countries;E
Europe| Europa Island| Southern Europe| Spain;Navarra Spain;http://linkeddata.ge.imati.cnr.it/resource/ThIST/navarra;http://eurovoc.europa.eu/2038;Navarre;regions of Spain| regions of Spain| regions of Spain| regions of Spain;E
Europe| Europa Island| Western Europe;Andorra;http://linkeddata.ge.imati.cnr.it/resource/ThIST/andorra;http://eurovoc.europa.eu/1874;Andorra;Council of Europe countries| Council of Europe countries| Council of Europe countries;E
Europe| Europa Island| Western Europe;Andorra;http://linkeddata.ge.imati.cnr.it/resource/ThIST/andorra;http://eurovoc.europa.eu/1874;Andorra;Western Europe| Western Europe| Western Europe;E
Europe| Europa Island| Western Europe;Ireland;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ireland;http://eurovoc.europa.eu/1504;Ireland;Council of Europe countries| Council of Europe countries| Council of Europe countries;E
Europe| Europa Island| Western Europe;Ireland;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ireland;http://eurovoc.europa.eu/1504;Ireland;EU Member State| EU Member State| EU Member State;E
Europe| Europa Island| Western Europe;Ireland;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ireland;http://eurovoc.europa.eu/1504;Ireland;OECD countries| OECD countries| OECD countries;E
Europe| Europa Island| Western Europe;Ireland;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ireland;http://eurovoc.europa.eu/1504;Ireland;Western Europe| Western Europe| Western Europe;E
Europe| Europa Island| Western Europe;Limburg;http://linkeddata.ge.imati.cnr.it/resource/ThIST/limburgo;http://eurovoc.europa.eu/1660;Limburg;regions of the Netherlands| regions of the Netherlands| regions of the Netherlands;E
Europe| Europa Island| Western Europe;Monaco;http://linkeddata.ge.imati.cnr.it/resource/ThIST/monaco;http://eurovoc.europa.eu/1965;Monaco;Council of Europe countries| Council of Europe countries| Council of Europe countries;E
Europe| Europa Island| Western Europe;Monaco;http://linkeddata.ge.imati.cnr.it/resource/ThIST/monaco;http://eurovoc.europa.eu/1965;Monaco;Western Europe| Western Europe| Western Europe;E
Europe| Europa Island| Western Europe;Netherlands;http://linkeddata.ge.imati.cnr.it/resource/ThIST/nederland;http://eurovoc.europa.eu/2286;Netherlands;Benelux countries| Benelux countries| Benelux countries;E
Europe| Europa Island| Western Europe;Netherlands;http://linkeddata.ge.imati.cnr.it/resource/ThIST/nederland;http://eurovoc.europa.eu/2286;Netherlands;Council of Europe countries| Council of Europe countries| Council of Europe countries;E
Europe| Europa Island| Western Europe;Netherlands;http://linkeddata.ge.imati.cnr.it/resource/ThIST/nederland;http://eurovoc.europa.eu/2286;Netherlands;EU Member State| EU Member State| EU Member State;E
Europe| Europa Island| Western Europe;Netherlands;http://linkeddata.ge.imati.cnr.it/resource/ThIST/nederland;http://eurovoc.europa.eu/2286;Netherlands;NATO countries| NATO countries| NATO countries;E
Europe| Europa Island| Western Europe;Netherlands;http://linkeddata.ge.imati.cnr.it/resource/ThIST/nederland;http://eurovoc.europa.eu/2286;Netherlands;OECD countries| OECD countries| OECD countries;E
Europe| Europa Island| Western Europe;Netherlands;http://linkeddata.ge.imati.cnr.it/resource/ThIST/nederland;http://eurovoc.europa.eu/2286;Netherlands;WEU countries| WEU countries| WEU countries;E
Europe| Europa Island| Western Europe;Netherlands;http://linkeddata.ge.imati.cnr.it/resource/ThIST/nederland;http://eurovoc.europa.eu/2286;Netherlands;Western Europe| Western Europe| Western Europe;E
Europe| Europa Island| Western Europe;United Kingdom;http://linkeddata.ge.imati.cnr.it/resource/ThIST/unitedkingdom;http://eurovoc.europa.eu/3774;United Kingdom;Council of Europe countries| Council of Europe countries| Council of Europe countries;E
Europe| Europa Island| Western Europe;United Kingdom;http://linkeddata.ge.imati.cnr.it/resource/ThIST/unitedkingdom;http://eurovoc.europa.eu/3774;United Kingdom;EU Member State| EU Member State| EU Member State;E
Europe| Europa Island| Western Europe;United Kingdom;http://linkeddata.ge.imati.cnr.it/resource/ThIST/unitedkingdom;http://eurovoc.europa.eu/3774;United Kingdom;NATO countries| NATO countries| NATO countries;E
Europe| Europa Island| Western Europe;United Kingdom;http://linkeddata.ge.imati.cnr.it/resource/ThIST/unitedkingdom;http://eurovoc.europa.eu/3774;United Kingdom;OECD countries| OECD countries| OECD countries;E
Europe| Europa Island| Western Europe;United Kingdom;http://linkeddata.ge.imati.cnr.it/resource/ThIST/unitedkingdom;http://eurovoc.europa.eu/3774;United Kingdom;WEU countries| WEU countries| WEU countries;E
Europe| Europa Island| Western Europe;United Kingdom;http://linkeddata.ge.imati.cnr.it/resource/ThIST/unitedkingdom;http://eurovoc.europa.eu/3774;United Kingdom;Western Europe| Western Europe| Western Europe;E
Europe| Europa Island| Western Europe;Scandinavia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/scandinavia;http://eurovoc.europa.eu/911;Northern Europe;;N
Europe| Europa Island| Western Europe| France;Alsace;http://linkeddata.ge.imati.cnr.it/resource/ThIST/alsazia;http://eurovoc.europa.eu/1430;Alsace;regions of France| regions of France| regions of France| regions of France;E
Europe| Europa Island| Western Europe| France;Auvergne;http://linkeddata.ge.imati.cnr.it/resource/ThIST/alvernia;http://eurovoc.europa.eu/4364;Auvergne;regions of France| regions of France| regions of France| regions of France;E
Europe| Europa Island| Western Europe| France;Aquitaine;http://linkeddata.ge.imati.cnr.it/resource/ThIST/aquitania;http://eurovoc.europa.eu/2328;Aquitaine;regions of France| regions of France| regions of France| regions of France;E
Europe| Europa Island| Western Europe| France;Burgundy;http://linkeddata.ge.imati.cnr.it/resource/ThIST/borgogna;http://eurovoc.europa.eu/5032;Burgundy;regions of France| regions of France| regions of France| regions of France;E
Europe| Europa Island| Western Europe| France;Brittany;http://linkeddata.ge.imati.cnr.it/resource/ThIST/bretagna;http://eurovoc.europa.eu/5041;Brittany;regions of France| regions of France| regions of France| regions of France;E
Europe| Europa Island| Western Europe| France;Corsica;http://linkeddata.ge.imati.cnr.it/resource/ThIST/corsica;http://eurovoc.europa.eu/246;Corsica;regions of France| regions of France| regions of France| regions of France;E
Europe| Europa Island| Western Europe| Luxembourg Luxembourg| Luxembourg;Luxembourg;http://linkeddata.ge.imati.cnr.it/resource/ThIST/luxembourg;http://eurovoc.europa.eu/1712;Luxembourg;Benelux countries| Benelux countries| Benelux countries| Benelux countries| Benelux countries;E
Europe| Europa Island| Western Europe| Luxembourg Luxembourg| Luxembourg;Luxembourg Luxembourg;http://linkeddata.ge.imati.cnr.it/resource/ThIST/luxembourg;http://eurovoc.europa.eu/1712;Luxembourg;Benelux countries| Benelux countries| Benelux countries| Benelux countries| Benelux countries;E
Europe| Europa Island| Western Europe| Luxembourg Luxembourg| Luxembourg;Luxembourg;http://linkeddata.ge.imati.cnr.it/resource/ThIST/luxembourg;http://eurovoc.europa.eu/1712;Luxembourg;Council of Europe countries| Council of Europe countries| Council of Europe countries| Council of Europe countries| Council of Europe countries;E
Europe| Europa Island| Western Europe| Luxembourg Luxembourg| Luxembourg;Luxembourg Luxembourg;http://linkeddata.ge.imati.cnr.it/resource/ThIST/luxembourg;http://eurovoc.europa.eu/1712;Luxembourg;Council of Europe countries| Council of Europe countries| Council of Europe countries| Council of Europe countries| Council of Europe countries;E
Europe| Europa Island| Western Europe| Luxembourg Luxembourg| Luxembourg;Luxembourg;http://linkeddata.ge.imati.cnr.it/resource/ThIST/luxembourg;http://eurovoc.europa.eu/1712;Luxembourg;EU Member State| EU Member State| EU Member State| EU Member State| EU Member State;E
Europe| Europa Island| Western Europe| Luxembourg Luxembourg| Luxembourg;Luxembourg Luxembourg;http://linkeddata.ge.imati.cnr.it/resource/ThIST/luxembourg;http://eurovoc.europa.eu/1712;Luxembourg;EU Member State| EU Member State| EU Member State| EU Member State| EU Member State;E
Europe| Europa Island| Western Europe| Luxembourg Luxembourg| Luxembourg;Luxembourg;http://linkeddata.ge.imati.cnr.it/resource/ThIST/luxembourg;http://eurovoc.europa.eu/1712;Luxembourg;NATO countries| NATO countries| NATO countries| NATO countries| NATO countries;E
Europe| Europa Island| Western Europe| Luxembourg Luxembourg| Luxembourg;Luxembourg Luxembourg;http://linkeddata.ge.imati.cnr.it/resource/ThIST/luxembourg;http://eurovoc.europa.eu/1712;Luxembourg;NATO countries| NATO countries| NATO countries| NATO countries| NATO countries;E
Europe| Europa Island| Western Europe| Luxembourg Luxembourg| Luxembourg;Luxembourg;http://linkeddata.ge.imati.cnr.it/resource/ThIST/luxembourg;http://eurovoc.europa.eu/1712;Luxembourg;OECD countries| OECD countries| OECD countries| OECD countries| OECD countries;E
Europe| Europa Island| Western Europe| Luxembourg Luxembourg| Luxembourg;Luxembourg Luxembourg;http://linkeddata.ge.imati.cnr.it/resource/ThIST/luxembourg;http://eurovoc.europa.eu/1712;Luxembourg;OECD countries| OECD countries| OECD countries| OECD countries| OECD countries;E
Europe| Europa Island| Western Europe| Luxembourg Luxembourg| Luxembourg;Luxembourg;http://linkeddata.ge.imati.cnr.it/resource/ThIST/luxembourg;http://eurovoc.europa.eu/1712;Luxembourg;WEU countries| WEU countries| WEU countries| WEU countries| WEU countries;E
Europe| Europa Island| Western Europe| Luxembourg Luxembourg| Luxembourg;Luxembourg Luxembourg;http://linkeddata.ge.imati.cnr.it/resource/ThIST/luxembourg;http://eurovoc.europa.eu/1712;Luxembourg;WEU countries| WEU countries| WEU countries| WEU countries| WEU countries;E
Europe| Europa Island| Western Europe| Luxembourg Luxembourg| Luxembourg;Luxembourg;http://linkeddata.ge.imati.cnr.it/resource/ThIST/luxembourg;http://eurovoc.europa.eu/1712;Luxembourg;Western Europe| Western Europe| Western Europe| Western Europe| Western Europe;E
Europe| Europa Island| Western Europe| Luxembourg Luxembourg| Luxembourg;Luxembourg Luxembourg;http://linkeddata.ge.imati.cnr.it/resource/ThIST/luxembourg;http://eurovoc.europa.eu/1712;Luxembourg;Western Europe| Western Europe| Western Europe| Western Europe| Western Europe;E
Europe| Europa Island| Western Europe| Scandinavia;Iceland;http://linkeddata.ge.imati.cnr.it/resource/ThIST/island;http://eurovoc.europa.eu/1509;Iceland;Council of Europe countries| Council of Europe countries| Council of Europe countries| Council of Europe countries;E
Europe| Europa Island| Western Europe| Scandinavia;Iceland;http://linkeddata.ge.imati.cnr.it/resource/ThIST/island;http://eurovoc.europa.eu/1509;Iceland;EFTA countries| EFTA countries| EFTA countries| EFTA countries;E
Europe| Europa Island| Western Europe| Scandinavia;Iceland;http://linkeddata.ge.imati.cnr.it/resource/ThIST/island;http://eurovoc.europa.eu/1509;Iceland;NATO countries| NATO countries| NATO countries| NATO countries;E
Europe| Europa Island| Western Europe| Scandinavia;Iceland;http://linkeddata.ge.imati.cnr.it/resource/ThIST/island;http://eurovoc.europa.eu/1509;Iceland;Nordic Council countries| Nordic Council countries| Nordic Council countries| Nordic Council countries;E
Europe| Europa Island| Western Europe| Scandinavia;Iceland;http://linkeddata.ge.imati.cnr.it/resource/ThIST/island;http://eurovoc.europa.eu/1509;Iceland;Northern Europe| Northern Europe| Northern Europe| Northern Europe;E
Europe| Europa Island| Western Europe| Scandinavia;Iceland;http://linkeddata.ge.imati.cnr.it/resource/ThIST/island;http://eurovoc.europa.eu/1509;Iceland;OECD countries| OECD countries| OECD countries| OECD countries;E
Europe| Europa Island| Western Europe| Scandinavia;Norway;http://linkeddata.ge.imati.cnr.it/resource/ThIST/norge;http://eurovoc.europa.eu/2084;Norway;Council of Europe countries| Council of Europe countries| Council of Europe countries| Council of Europe countries;E
Europe| Europa Island| Western Europe| Scandinavia;Norway;http://linkeddata.ge.imati.cnr.it/resource/ThIST/norge;http://eurovoc.europa.eu/2084;Norway;EFTA countries| EFTA countries| EFTA countries| EFTA countries;E
Europe| Europa Island| Western Europe| Scandinavia;Norway;http://linkeddata.ge.imati.cnr.it/resource/ThIST/norge;http://eurovoc.europa.eu/2084;Norway;NATO countries| NATO countries| NATO countries| NATO countries;E
Europe| Europa Island| Western Europe| Scandinavia;Norway;http://linkeddata.ge.imati.cnr.it/resource/ThIST/norge;http://eurovoc.europa.eu/2084;Norway;Nordic Council countries| Nordic Council countries| Nordic Council countries| Nordic Council countries;E
