sBT,sNT,sRT,s,sPrefLabel,sAltLabels,o
,,programs| publications| bibliography| AAPG| institutions| planning| science academies| learned societies| annual report| UNDP| meetings| International Geological Congress| education| international cooperation| United Nations| UNIDO| current research| survey organizations| academic institutions| government agencies| geology| INQUA| expeditions| collections| catalogs| report| IUGS| museums| organization| GSA| progress report| research| IGCP,http://linkeddata.ge.imati.cnr.it/resource/ThIST/associazionescientifica,associations,,http://dbpedia.org/resource/Category:Associations
Kazakhstan,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/astana,Astana,,http://dbpedia.org/resource/Category:Astana
halogens,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/astato,astatine,,http://dbpedia.org/resource/Category:Astatine
planets,,interplanetary space| meteorites| solar system| planetology| meteoroids| cosmochemistry| parent bodies| Moon| cosmic dust| tektites,http://linkeddata.ge.imati.cnr.it/resource/ThIST/asteroide,asteroids,,http://dbpedia.org/resource/Category:Asteroids
,,popular geology,http://linkeddata.ge.imati.cnr.it/resource/ThIST/atlantide,Atlantis,,http://dbpedia.org/resource/Category:Atlantis
,primitive atmosphere| troposphere,climate| volcanology| atmospheric precipitation| meteorology| humidity| paleoclimatology| air| hydrology| boundary interactions| greenhouse effect| nitrogen| geophysics| geochemistry| environmental geology| climate effects| convection| pollution| degassing| ionosphere| cycles| planetology| circulation| storms| aurora| Earth| fallout| sulfur dioxide| aeronomy| oxygen| air-sea interface| biosphere| Moon| aerosols| Milankovitch theory| atmospheric pressure| hydrosphere| northern lights| convection currents| paleoatmosphere| glacial geology| ozone| stratosphere| sea water,http://linkeddata.ge.imati.cnr.it/resource/ThIST/atmosfera,atmosphere,,http://dbpedia.org/resource/Category:Atmosphere
reefs,,Johnston Atoll| Coelenterata| lagoons| carbonate platforms| islands| bioherms,http://linkeddata.ge.imati.cnr.it/resource/ThIST/atollo,atolls,,http://dbpedia.org/resource/Category:Atolls
,,erosion| landform evolution| geomorphology| weathering| creep| pits| crystal structure,http://linkeddata.ge.imati.cnr.it/resource/ThIST/attaccochimico,etching,,http://dbpedia.org/resource/Category:Etching
metals,americium| U-238| U-238/Th-230| Th-232| nobelium| curium| einsteinium| neptunium| mendelevium| Pu-240/Pu-239| californium| lawrencium| Pu-240| U-235| U-234| plutonium| berkelium| U-238/U-234| Th-230| Th-232/Th-230| fermium| Pu-244| U-238/Pb-206| Pa-231| U-234/Th-230| Th-234| Pu-239| U-238/Pb-204| Th-228| actinium| uranium| thorium| Am-241| protactinium| U-238/U-235| Pu-238,trans-uranium elements| Th-232/Th-228,http://linkeddata.ge.imati.cnr.it/resource/ThIST/attinidi,actinides,,http://dbpedia.org/resource/Category:Actinides
metals| actinides,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/attinio,actinium,,http://dbpedia.org/resource/Category:Actinium
,,mechanical properties| physical properties| friction angles,http://linkeddata.ge.imati.cnr.it/resource/ThIST/attrito,friction,,http://dbpedia.org/resource/Category:Friction
,,troughs| grabens| tectonics| geosynclines,http://linkeddata.ge.imati.cnr.it/resource/ThIST/aulacogeno,aulacogens,,http://dbpedia.org/resource/Category:Aulacogens
,,atmosphere| northern lights,http://linkeddata.ge.imati.cnr.it/resource/ThIST/aurora,aurora,,http://dbpedia.org/resource/Category:Aurora
Australasia| Oceania,Tasmania Australia| Christmas Island| Sydney Australia,Ediacaran| Gondwana| Oceania| Southern Ocean| Australian Shield| Carpentarian| Australian Plate| Great Barrier Reef| Adelaidean,http://linkeddata.ge.imati.cnr.it/resource/ThIST/australia,Australia,,http://dbpedia.org/resource/Category:Australia
geotechnics,,geomembranes| geotextiles| soils| railroads| land subsidence| embankments| planning| applied geology| construction| foundations| bridges| road tests| rock mechanics| site exploration| feasibility studies| soil mechanics| reinforced materials| seismic response| slope stability| engineering properties| tunnels,http://linkeddata.ge.imati.cnr.it/resource/ThIST/autostrada,highways,,http://dbpedia.org/resource/Category:Highways
Tetrapoda| Chordata| Vertebrata,Archaeopteryx| Odontornithes| Archaeornithes| Neornithes,feathers| eggs,http://linkeddata.ge.imati.cnr.it/resource/ThIST/aves,Aves,,http://dbpedia.org/resource/Category:Aves
Commonwealth of Independent States| Asia,Baku,Caucasus| USSR| Transcaucasia| Caspian Sea| Caspian Basin,http://linkeddata.ge.imati.cnr.it/resource/ThIST/azerbajdzan,Azerbaijan,,http://dbpedia.org/resource/Category:Azerbaijan
,N-15| N-15/N-14,chemical elements| fertilizers| soils| atmosphere,http://linkeddata.ge.imati.cnr.it/resource/ThIST/azoto,nitrogen,,http://dbpedia.org/resource/Category:Nitrogen
,,volcanic island| Atlantic Ocean,http://linkeddata.ge.imati.cnr.it/resource/ThIST/azzorre,Azores,,http://dbpedia.org/resource/Category:Azores
,,volcanic island| Atlantic Ocean,http://linkeddata.ge.imati.cnr.it/resource/ThIST/azzorre,Azores Portugal,,http://dbpedia.org/resource/Category:Azores
,back-arc basins| pull-apart basins| ocean basins| playas| watersheds| marginal basins| intracratonic basins| sedimentary basins| intermontane basins| foreland basins| fore-arc basins,extension tectonics| basin range structure| reservoirs| sedimentation| rifts| depressions| folds| tectonics| basin inversion| basin management| morphostructures| paleogeography,http://linkeddata.ge.imati.cnr.it/resource/ThIST/bacino,basins,,http://dbpedia.org/resource/Category:Basins
thallophytes| Plantae,Thiobacillus ferrooxidans,fungi| microorganisms| soils| biology| parasitism| Protista| Bacteriophyta| biota| prokaryotes,http://linkeddata.ge.imati.cnr.it/resource/ThIST/bacteria,bacteria,,http://dbpedia.org/resource/Category:Bacteria
shore features,,longshore bars| inlets| geomorphology| coastlines| shorelines| gulf| fjords,http://linkeddata.ge.imati.cnr.it/resource/ThIST/baia,bays,,http://dbpedia.org/resource/Category:Bays
Azerbaijan,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/baku,Baku,,http://dbpedia.org/resource/Category:Baku
Europe| Europa Island| Southern Europe,Carpathians| Balkan Mountains| Sofia Bulgaria| Danube Valley,Danube River Basin| Danube River,http://linkeddata.ge.imati.cnr.it/resource/ThIST/balgarija,Bulgaria,,http://dbpedia.org/resource/Category:Bulgaria
sedimentary structures| biogenic structures,,mud banks| algal banks| carbonate banks,http://linkeddata.ge.imati.cnr.it/resource/ThIST/bancosedimentario,banks,,http://dbpedia.org/resource/Category:Banks
Indian Peninsula| Asia,Dhaka Bangladesh,Ganges River Basin| Bengala Gulf| Ganges River,http://linkeddata.ge.imati.cnr.it/resource/ThIST/bangladesh,Bangladesh,,http://dbpedia.org/resource/Category:Bangladesh
Caribbean region| Lesser Antilles| Central America| Antilles| West Indies,Bridgetown Barbados,Caribbean Sea,http://linkeddata.ge.imati.cnr.it/resource/ThIST/barbados,Barbados,,http://dbpedia.org/resource/Category:Barbados
metals| alkaline earth metals,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/bario,barium,,http://dbpedia.org/resource/Category:Barium
intrusions,,lopoliths| stocks| dikes| plutons| igneous rocks| laccoliths| domes,http://linkeddata.ge.imati.cnr.it/resource/ThIST/batolite,batholiths,,http://dbpedia.org/resource/Category:Batholiths
Commonwealth of Independent States| Eastern Europe,Minsk Belarus,USSR,http://linkeddata.ge.imati.cnr.it/resource/ThIST/belarus,Belarus,,http://dbpedia.org/resource/Category:Belarus
Western Europe,Brabant Belgium| Limburg| Bruxelles Belgium,Westphalian| Brabant Massif| Limburg| European Platform,http://linkeddata.ge.imati.cnr.it/resource/ThIST/belgie,Belgium,,http://dbpedia.org/resource/Category:Belgium
Central America,Belmopan Belize,Gulf of Honduras| Peten| Maya Mountains| Yucatan Peninsula,http://linkeddata.ge.imati.cnr.it/resource/ThIST/belize,Belize,,http://dbpedia.org/resource/Category:Belize
,,India,http://linkeddata.ge.imati.cnr.it/resource/ThIST/bengala,Bengal,,http://dbpedia.org/resource/Category:Bengal
West Africa,Porto-Novo Benin,Gulf of Guinea| Niger River Basin| Niger River| Niger Valley,http://linkeddata.ge.imati.cnr.it/resource/ThIST/benin,Benin,,http://dbpedia.org/resource/Category:Benin
metals| alkaline earth metals,Be-10| Be-10/Be-9| Be-7,beryllium ores| beryl| bromellite,http://linkeddata.ge.imati.cnr.it/resource/ThIST/berillio,beryllium,,http://dbpedia.org/resource/Category:Beryllium
metals| actinides,,trans-uranium elements,http://linkeddata.ge.imati.cnr.it/resource/ThIST/berkelio,berkelium,,http://dbpedia.org/resource/Category:Berkelium
United States of America| United Kingdom| North America,Bermuda,Atlantic Ocean,http://linkeddata.ge.imati.cnr.it/resource/ThIST/bermuda,Bermuda,,http://dbpedia.org/resource/Category:Bermuda
United States of America| United Kingdom| North America,Bermuda,Atlantic Ocean,http://linkeddata.ge.imati.cnr.it/resource/ThIST/bermuda,Carolina,,http://dbpedia.org/resource/Category:Bermuda
,,bibliography| education| geology| collections| catalogs,http://linkeddata.ge.imati.cnr.it/resource/ThIST/biblioteca,libraries,,http://dbpedia.org/resource/Category:Libraries
,,fossils| biology| organic materials| geochemistry| biomineralization| diet| biodegradation| paleobiology| steroids,http://linkeddata.ge.imati.cnr.it/resource/ThIST/biochimica,biochemistry,,http://dbpedia.org/resource/Category:Biochemistry
,,degradation| biomarkers| biology| biogenic processes| biochemistry| biota| biogenic structures| weathering| bioturbation| biomass| biosphere| biorhexistasy,http://linkeddata.ge.imati.cnr.it/resource/ThIST/biodegradazione,biodegradation,,http://dbpedia.org/resource/Category:Biodegradation
,,endemic taxa| faunal provinces| stratigraphy| fossils| paleontology| colonization| palynology| paleoecology| biologic evolution| vicariance| continental drift| Boreal| paleoindian| biogeographic maps| land bridges| range| paleobotany| benthos| floral provinces| ecology| paleogeography| geography,http://linkeddata.ge.imati.cnr.it/resource/ThIST/biogeografia,biogeography,,http://dbpedia.org/resource/Category:Biogeography
,,bibliography| Wegener,http://linkeddata.ge.imati.cnr.it/resource/ThIST/biografia,biography,,http://dbpedia.org/resource/Category:Biography
,,geomicrobiology| symbiosis| epibiotism| biochemistry| biotypes| exobiology| biodegradation| commensalism| biological cycle| bacteria| biosphere| paleobiology| ecology,http://linkeddata.ge.imati.cnr.it/resource/ThIST/biologia,biology,,http://dbpedia.org/resource/Category:Biology
,,trophic analysis| new energy sources| biodegradation| ecology,http://linkeddata.ge.imati.cnr.it/resource/ThIST/biomassa,biomass,,http://dbpedia.org/resource/Category:Biomass
,,microorganisms| living taxa| soils| biogenic processes| faunal studies| biofacies| biodegradation| factors| bacteria| floral studies| ecology,http://linkeddata.ge.imati.cnr.it/resource/ThIST/biota,biota,,http://dbpedia.org/resource/Category:Biota
metals,,heavy metals| native elements| bismuth ores,http://linkeddata.ge.imati.cnr.it/resource/ThIST/bismuto,bismuth,,http://dbpedia.org/resource/Category:Bismuth
Tetrapoda| Chordata| Theria| Mammalia| Bovidae| Vertebrata| Eutheria| Ruminantia| Artiodactyla,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/bison,Bison,,http://dbpedia.org/resource/Category:Bison
Czechoslovakia| Europe| Europa Island| Central Europe| Czech Republic,,Erzgebirge| Sudeten| Bohemian Massif,http://linkeddata.ge.imati.cnr.it/resource/ThIST/boemia,Bohemia,,http://dbpedia.org/resource/Category:Bohemia
South America,La Paz Bolivia,Andes| Titicaca Lake| Amazon River Basin| Andean Orogeny,http://linkeddata.ge.imati.cnr.it/resource/ThIST/bolivia,Bolivia,,http://dbpedia.org/resource/Category:Bolivia
minerals,jeremejevite| kaliborite| szaibelyite| colemanite| ulexite| tunellite| cahnite| probertite| borax| pinakiolite| kurchatovite| sakhaite| vonsenite| boracite| ludwigite| sassolite| hydroboracite,borate deposits| boric acid,http://linkeddata.ge.imati.cnr.it/resource/ThIST/borati,borates,,http://dbpedia.org/resource/Category:Borates
Far East| Asia,,Malaysia| Brunei| Indonesia| Pacific Ocean,http://linkeddata.ge.imati.cnr.it/resource/ThIST/borneo,Borneo,,http://dbpedia.org/resource/Category:Borneo
,,chemical elements| lithophile elements| boron deposits,http://linkeddata.ge.imati.cnr.it/resource/ThIST/boro,boron,,http://dbpedia.org/resource/Category:Boron
Southern Africa,Gaborone Botswana,Limpopo River Basin| Zambezi River Basin| Zambezi river| Limpopo River| Kalahari desert,http://linkeddata.ge.imati.cnr.it/resource/ThIST/botswana,Botswana,,http://dbpedia.org/resource/Category:Botswana
Tetrapoda| Chordata| Theria| Mammalia| Vertebrata| Eutheria| Ruminantia| Artiodactyla,Bison| Bos primigenius| Bos,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/bovidae,Bovidae,,http://dbpedia.org/resource/Category:Bovidae
South America,Brazilian Shield| ParÓ Brazil| ParanÓ Brasil| Amazonas Brazil| Minas Gerais Brazil,ParanÓ River| Amazonas River| Mato Grosso| Amazon River Basin| Guayanas Massif| ParanÓ River Basin| Guyana Shield| Uruguay River Basin,http://linkeddata.ge.imati.cnr.it/resource/ThIST/brasil,Brazil,,http://dbpedia.org/resource/Category:Brazil
Slovakia,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/bratislava,Bratislava,,http://dbpedia.org/resource/Category:Bratislava
Europe| Europa Island| France| Western Europe,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/bretagna,Brittany,,http://dbpedia.org/resource/Category:Brittany
halogens,,bromide ion| brines| salt| bromine deposits,http://linkeddata.ge.imati.cnr.it/resource/ThIST/bromo,bromine,,http://dbpedia.org/resource/Category:Bromine
halides,,bromide ion,http://linkeddata.ge.imati.cnr.it/resource/ThIST/bromuri,bromides,,http://dbpedia.org/resource/Category:Bromides
Far East| Asia,Bandar Seri Begawan,Borneo,http://linkeddata.ge.imati.cnr.it/resource/ThIST/brunei,Brunei,,http://dbpedia.org/resource/Category:Brunei
Plantae,Hepaticae| Musci,thallophytes,http://linkeddata.ge.imati.cnr.it/resource/ThIST/bryophyta,bryophytes,,http://dbpedia.org/resource/Category:Bryophytes
Africa| Central Africa,Bujumbura Burundi,East African Rift| Lake Tanganyika| Nile River| Nilo River Basin,http://linkeddata.ge.imati.cnr.it/resource/ThIST/burundi,Burundi,,http://dbpedia.org/resource/Category:Burundi
metals,,heavy metals| chalcophile elements| cadmium ores,http://linkeddata.ge.imati.cnr.it/resource/ThIST/cadmio,cadmium,,http://dbpedia.org/resource/Category:Cadmium
erosion features,,soil erosion| erodibility| landform evolution| rill erosion| geomorphology| denudation| slope stability,http://linkeddata.ge.imati.cnr.it/resource/ThIST/calanco,badlands,,http://dbpedia.org/resource/Category:Badlands
carbonate rocks| sedimentary rocks,algal limestone| dolomitic limestone| biocalcarenite| oolitic limestone| coquina| nodular limestone| microcrystalline limestone| ammonite-bearing red limestone| nummulitic limestone| biomicrite| biosparite| red limestone| micrite| calcarenite| cherty limestone| sparite| calcilutite,Formazione di Testico| oolitic texture| calcareous composition| Calcari di Gallaneto| Formazione di Sogno| chalk| metalimestone| Trubi| Monte Acuto Limestones| Formazione di Igne| Calcare del Cellina| algal mounds| Formazione di Pesco Falcone| Calcare di Esino| travertine| calcium carbonate| grapestone| Formazione a Colombacci| Formazione di Dont| Breno Formation| Noto Formation| dolomitization| oolite| Calcari di Ubaga| Calcari Diasprigni| Sciacca Formation| Formazione a Bellerophon| calcite| Punta su Nuraxi Formation| grainstone| Calcare di Perledo-Varenna| Encrinite di Fanes Piccola| Mattinata Limestones| Calcare di Camorelli| Galatone Formation| Calcare Metallifero Bergamasco| Formazione di La Spezia| Caranna Limestone| marly limestone| carbonate sediments| ophicalcite| Calcare di Morbiac| Formazione di Agordo| Formazione di Duerrenstein| intraclasts| Domaro Limestone| limestone deposits| Formazione di Val Luretta| Val di Lima Cherty Limestone| Calcare di Rio Conzen| Bari Limestone| Formazione di Castro Sebino| Dolomia a Conchodon| Calcari e Marne a Posidonia,http://linkeddata.ge.imati.cnr.it/resource/ThIST/calcare,limestone,,http://dbpedia.org/resource/Category:Limestone
construction materials,,jetties| applied geology| binders| cement materials| concrete dams| shotcrete,http://linkeddata.ge.imati.cnr.it/resource/ThIST/calcestruzzo,concrete,,http://dbpedia.org/resource/Category:Concrete
