oBT,oNT,oRT,o,oPrefLabel,oAltLabels
Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca| Mollusca,Ommastrephes| Cycloteuthidae| Ocythoidae| Loliginidae| Ommastrephidae| Bathyteuthidae| Nautilidae| Onychoteuthidae| Pholidoteuthis adami| Brachioteuthidae| Illex| Sepiolidae| Chiroteuthidae| Histioteuthidae| Sepiola| Ctenopterygidae| Sepia| Neoteuthidae| Polypus| Loligo| Cranchiidae| Todarodes| Cephalopoda (321XXXXXXX)| Octopus (genus)| Eledone| Octopoteuthidae| Tremoctopodidae| Argonautidae| Opisthoteuthidae| Sepioteuthis| Octopodidae| Sepiadariidae| Alloteuthis| Lepidoteuthidae| Enoploteuthidae| Rossia| Sepiidae| Pholidoteuthis boschmai| Thysanoteuthidae| Gonatidae| Psychroteuthidae| Ommastrephes| Cycloteuthidae| Ocythoidae| Loliginidae| Ommastrephidae| Bathyteuthidae| Nautilidae| Onychoteuthidae| Pholidoteuthis adami| Brachioteuthidae| Illex| Sepiolidae| Chiroteuthidae| Histioteuthidae| Sepiola| Ctenopterygidae| Sepia| Neoteuthidae| Polypus| Loligo| Cranchiidae| Todarodes| Cephalopoda (321XXXXXXX)| Octopus (genus)| Eledone| Octopoteuthidae| Tremoctopodidae| Argonautidae| Opisthoteuthidae| Sepioteuthis| Octopodidae| Sepiadariidae| Alloteuthis| Lepidoteuthidae| Enoploteuthidae| Rossia| Sepiidae| Pholidoteuthis boschmai| Thysanoteuthidae| Gonatidae| Psychroteuthidae,,http://aims.fao.org/aos/agrovoc/c_1456,Cephalopoda,Siphonopoda| Siphonopoda| Siphonopoda| Siphonopoda| Siphonopoda| Siphonopoda| Siphonopoda| Siphonopoda| Siphonopoda| Siphonopoda| Siphonopoda| Siphonopoda| Siphonopoda| Siphonopoda| Siphonopoda| Siphonopoda| Siphonopoda| Siphonopoda| Siphonopoda| Siphonopoda| Siphonopoda| Siphonopoda| Siphonopoda| Siphonopoda| Siphonopoda| Siphonopoda| Siphonopoda| Siphonopoda| Siphonopoda| Siphonopoda| Siphonopoda| Siphonopoda| Siphonopoda| Siphonopoda| Siphonopoda| Siphonopoda| Siphonopoda| Siphonopoda| Siphonopoda| Siphonopoda| Siphonopoda| Cephalopods| Cephalopods| Cephalopods| Cephalopods| Cephalopods| Cephalopods| Cephalopods| Cephalopods| Cephalopods| Cephalopods| Cephalopods| Cephalopods| Cephalopods| Cephalopods| Cephalopods| Cephalopods| Cephalopods| Cephalopods| Cephalopods| Cephalopods| Cephalopods| Cephalopods| Cephalopods| Cephalopods| Cephalopods| Cephalopods| Cephalopods| Cephalopods| Cephalopods| Cephalopods| Cephalopods| Cephalopods| Cephalopods| Cephalopods| Cephalopods| Cephalopods| Cephalopods| Cephalopods| Cephalopods| Cephalopods| Cephalopods
steroids| steroids| steroids,Ergosterol| Phytosterols| Cholesterol,,http://aims.fao.org/aos/agrovoc/c_14586,Sterols,
Geological process,,,http://aims.fao.org/aos/agrovoc/c_14650,Subsidence,Land subsidence
Mammalia,,,http://aims.fao.org/aos/agrovoc/c_14779,Talpidae,
Ruminantia| Ruminantia| Ruminantia| Ruminantia,Odocoileus| Alces| Cervus| Capreolus,,http://aims.fao.org/aos/agrovoc/c_1480,Cervidae,Caribou| Caribou| Caribou| Caribou
methods| methods| methods| methods| methods| methods| methods| methods| methods| methods| methods| methods| methods| methods| methods| methods| methods| methods,Tracer techniques| Flow cytometry| physiological techniques| Immunological techniques| Diagnostic techniques| Aquaculture techniques| DNA fingerprinting| marketing techniques| isolation techniques| Management techniques| reproductive techniques| monitoring techniques| laboratory techniques| Evaluation techniques| Culture techniques| Electric stimulation| Rearing techniques| genetic techniques,,http://aims.fao.org/aos/agrovoc/c_14816,techniques,
Mammalia| Mammalia,Odontoceti| Mysticeti,whales| whales,http://aims.fao.org/aos/agrovoc/c_1482,Cetacea,
Energy balance,,,http://aims.fao.org/aos/agrovoc/c_14850,Thermal balance,
Central Africa| Central Africa,,,http://aims.fao.org/aos/agrovoc/c_1487,Chad,Tchad| Republic of Chad
Animalia,,,http://aims.fao.org/aos/agrovoc/c_1490,Chaetognatha,Arrow worms
Surface water| physiographic features,,,http://aims.fao.org/aos/agrovoc/c_14931,Torrents,
Optical properties,,,http://aims.fao.org/aos/agrovoc/c_14964,Transparency (optical),
Wood products| Carbon,,,http://aims.fao.org/aos/agrovoc/c_1503,Charcoal,
Optical properties,,,http://aims.fao.org/aos/agrovoc/c_15043,Turbidity,
Central Asia,,,http://aims.fao.org/aos/agrovoc/c_15047,Turkmenistan,
Eastern Europe,,,http://aims.fao.org/aos/agrovoc/c_15070,Ukraine,
Ursidae,Ursus maritimus,,http://aims.fao.org/aos/agrovoc/c_15113,Ursus,
Central Asia,,,http://aims.fao.org/aos/agrovoc/c_15121,Uzbekistan,Republic of Uzbekistan
industry| industry,Pesticide industry| Fertilizer industry,,http://aims.fao.org/aos/agrovoc/c_1515,Chemical industry,
Rheological properties,,,http://aims.fao.org/aos/agrovoc/c_15219,Viscosity,
Physical sciences| Physical sciences| Physical sciences| Physical sciences| Physical sciences,Atmospheric chemistry| soil chemistry| Analytical chemistry| Geochemistry| biochemistry,,http://aims.fao.org/aos/agrovoc/c_1522,Chemistry,
Magnoliopsida,Vitis,,http://aims.fao.org/aos/agrovoc/c_15222,Vitaceae,Vitidaceae
physiographic features,,,http://aims.fao.org/aos/agrovoc/c_15240,Volcanoes,
Canidae,,,http://aims.fao.org/aos/agrovoc/c_15244,Vulpes,Alopex
Nuts,,,http://aims.fao.org/aos/agrovoc/c_15254,Walnuts,
Caryophyllales| Caryophyllales| Caryophyllales| Caryophyllales| Caryophyllales| Caryophyllales| Caryophyllales| Caryophyllales| Caryophyllales,Salsola| Anabasis| Suaeda| Spinacia| Chenopodium| Salicornia| Kochia| Atriplex| Beta,,http://aims.fao.org/aos/agrovoc/c_1527,Chenopodiaceae,
Genetic soil types,,,http://aims.fao.org/aos/agrovoc/c_1533,Chernozems,
Mexico,,,http://aims.fao.org/aos/agrovoc/c_1538,Chiapas,
processing,,,http://aims.fao.org/aos/agrovoc/c_154,Aeration,
South America| South America| South America| South America| South America| South America| South America| South America| South America| South America| South America| South America| South America| South America| South America| South America| South America| South America| South America| South America| South America| South America| South America| South America| South America,,,http://aims.fao.org/aos/agrovoc/c_1548,Chile,Bio-Bio| Magallanes| Atacama| Linares| Llanquihue| Tarapaca| Colchagua| Valdivia| Curico| Cautin| Chiloe| Osorno| Coquimbo| Maule| Malleco| Nuble| O'Higgins| Republic of Chile| Valparaiso| Santiago (Chile)| Talca| Concepcion (Chile)| Antofagasta| Aysen| Arauco
Plankton,,,http://aims.fao.org/aos/agrovoc/c_15490,Zooplankton,Zooplankton communities
East Asia| East Asia| East Asia| East Asia| East Asia| East Asia| East Asia| East Asia| East Asia| East Asia| East Asia| East Asia| East Asia| East Asia| East Asia| East Asia| East Asia| East Asia| East Asia| East Asia| East Asia| East Asia| East Asia| East Asia| East Asia| East Asia| East Asia| East Asia| East Asia| East Asia| East Asia| East Asia| East Asia| East Asia| East Asia| East Asia| East Asia| East Asia| East Asia| East Asia| East Asia| East Asia| East Asia| East Asia| East Asia| East Asia| East Asia| East Asia| East Asia| East Asia| East Asia| East Asia| East Asia| East Asia| East Asia| East Asia| East Asia| East Asia| East Asia| East Asia| East Asia| East Asia| East Asia| East Asia| East Asia| East Asia| East Asia| East Asia,Anhui| Zhejiang| Henan| Macao (China)| Ningxia (Hui)| Guangxi (Zhuang)| Hunan| Liaoning| Shaanxi| Yunnan| Tibet| Sichuan| Jiangxi| Heilongjiang| Guangdong| Chongqing| Beijing| Qinghai| Tianjin| Shandong| Shanxi| Fujian| Jiangsu| Hong Kong (China)| Gansu| Hubei| Taiwan| Jilin| Guizhou| Xinjiang (Weiwuer)| Hebei| Hainan| Shanghai| Neimenggu| Anhui| Zhejiang| Henan| Macao (China)| Ningxia (Hui)| Guangxi (Zhuang)| Hunan| Liaoning| Shaanxi| Yunnan| Tibet| Sichuan| Jiangxi| Heilongjiang| Guangdong| Chongqing| Beijing| Qinghai| Tianjin| Shandong| Shanxi| Fujian| Jiangsu| Hong Kong (China)| Gansu| Hubei| Taiwan| Jilin| Guizhou| Xinjiang (Weiwuer)| Hebei| Hainan| Shanghai| Neimenggu,,http://aims.fao.org/aos/agrovoc/c_1556,China,People's Republic of China| People's Republic of China| People's Republic of China| People's Republic of China| People's Republic of China| People's Republic of China| People's Republic of China| People's Republic of China| People's Republic of China| People's Republic of China| People's Republic of China| People's Republic of China| People's Republic of China| People's Republic of China| People's Republic of China| People's Republic of China| People's Republic of China| People's Republic of China| People's Republic of China| People's Republic of China| People's Republic of China| People's Republic of China| People's Republic of China| People's Republic of China| People's Republic of China| People's Republic of China| People's Republic of China| People's Republic of China| People's Republic of China| People's Republic of China| People's Republic of China| People's Republic of China| People's Republic of China| People's Republic of China| China People's Republic| China People's Republic| China People's Republic| China People's Republic| China People's Republic| China People's Republic| China People's Republic| China People's Republic| China People's Republic| China People's Republic| China People's Republic| China People's Republic| China People's Republic| China People's Republic| China People's Republic| China People's Republic| China People's Republic| China People's Republic| China People's Republic| China People's Republic| China People's Republic| China People's Republic| China People's Republic| China People's Republic| China People's Republic| China People's Republic| China People's Republic| China People's Republic| China People's Republic| China People's Republic| China People's Republic| China People's Republic| China People's Republic| China People's Republic
chemicophysical properties,,,http://aims.fao.org/aos/agrovoc/c_15578,Texture,
natural phenomena,,,http://aims.fao.org/aos/agrovoc/c_15585,greenhouse effect,
Land clearing,,,http://aims.fao.org/aos/agrovoc/c_15590,Deforestation,
soil transport processes,,,http://aims.fao.org/aos/agrovoc/c_15591,Leaching,Lixiviation
Ruminantia| Tylopoda,Camelus| Camelus,,http://aims.fao.org/aos/agrovoc/c_15595,Camelidae,
Carnivora| Carnivora| Carnivora| Carnivora| Carnivora| Carnivora,Jackals| Canis| Foxes| Coyotes| Vulpes| Urocyon,,http://aims.fao.org/aos/agrovoc/c_15599,Canidae,
Mammalia| Mammalia,Pteropodidae| Desmodus,,http://aims.fao.org/aos/agrovoc/c_1560,Chiroptera,bats| bats
Carnivora| Carnivora| Carnivora| Carnivora| Carnivora| Carnivora| Carnivora| Carnivora| Carnivora,Cougars| Acinonyx| Lions| Jaguars| Panthers| Leopards| Tigers| Cats| Lynxes,,http://aims.fao.org/aos/agrovoc/c_15601,Felidae,
Carnivora| Carnivora,,,http://aims.fao.org/aos/agrovoc/c_15603,Hyaenidae,hyenas| hyaenas
Carnivora| Carnivora| Carnivora| Carnivora| Carnivora| Carnivora| Carnivora| Carnivora| Carnivora| Carnivora| Carnivora| Carnivora| Carnivora| Carnivora,Badgers| Weasels| Ermines| Minks| Enhydra lutris| Ferrets| Skunks| Mustela eversmanni| Mustela nigripes| Otters| Mustela putorius| Polecats| martens| Lutra felina,,http://aims.fao.org/aos/agrovoc/c_15605,Mustelidae,Wolverines| Wolverines| Wolverines| Wolverines| Wolverines| Wolverines| Wolverines| Wolverines| Wolverines| Wolverines| Wolverines| Wolverines| Wolverines| Wolverines
Glucans,,,http://aims.fao.org/aos/agrovoc/c_1561,Chitin,
Carnivora| Carnivora| Carnivora| Carnivora,Ursus| Ailuropoda| Selenarctos| Thalarctos,,http://aims.fao.org/aos/agrovoc/c_15610,Ursidae,bears| bears| bears| bears
rock,Bentonite,,http://aims.fao.org/aos/agrovoc/c_15619,Clay,
Clay,,Diatomite,http://aims.fao.org/aos/agrovoc/c_15620,Bentonite,
Bivalvia,,,http://aims.fao.org/aos/agrovoc/c_1565,Chlamys,
Inorganic acid salts| Inorganic acid salts| Inorganic acid salts| Inorganic acid salts| Inorganic acid salts| Inorganic acid salts| Inorganic acid salts,Copper oxychloride| Calcium chloride| Mercuric chloride| Magnesium chloride| Sodium chloride| Potassium chloride| Ammonium chloride,,http://aims.fao.org/aos/agrovoc/c_1567,Chlorides,
Halogens,,,http://aims.fao.org/aos/agrovoc/c_1568,Chlorine,Cl (symbol)
economic activities,,,http://aims.fao.org/aos/agrovoc/c_15684,lending,
Solid wastes,Fly ash,,http://aims.fao.org/aos/agrovoc/c_15728,Ashes,Cinders
Ferns,Azolla pinnata,,http://aims.fao.org/aos/agrovoc/c_15757,Azolla,
Plantae aquaticae| Plantae aquaticae,Cyanophyceae (711XXXXXXX)| Oscillatoriaceae,,http://aims.fao.org/aos/agrovoc/c_15758,Cyanophyceae,
Chlorophyta| Chlorophyta| Chlorophyta| Chlorophyta| Plantae aquaticae| Plantae aquaticae| Plantae aquaticae| Plantae aquaticae| Chlorophyta| Chlorophyta| Chlorophyta| Chlorophyta| Plantae aquaticae| Plantae aquaticae| Plantae aquaticae| Plantae aquaticae,Volvocales| Chlorophyceae (741XXXXXXX)| Chlamydomonadales| Chlorococcales| Volvocales| Chlorophyceae (741XXXXXXX)| Chlamydomonadales| Chlorococcales| Volvocales| Chlorophyceae (741XXXXXXX)| Chlamydomonadales| Chlorococcales| Volvocales| Chlorophyceae (741XXXXXXX)| Chlamydomonadales| Chlorococcales,,http://aims.fao.org/aos/agrovoc/c_1576,Chlorophyceae,green algae| green algae| green algae| green algae| green algae| green algae| green algae| green algae| Green seaweeds| Green seaweeds| Green seaweeds| Green seaweeds| Green seaweeds| Green seaweeds| Green seaweeds| Green seaweeds
Dispersions,,Colloids,http://aims.fao.org/aos/agrovoc/c_158,Aerosols,
Clay minerals,,,http://aims.fao.org/aos/agrovoc/c_15837,Palygorskite,
Clay minerals,,,http://aims.fao.org/aos/agrovoc/c_15838,Halloysite,
Clay minerals,,,http://aims.fao.org/aos/agrovoc/c_15839,Allophane,
Clay minerals,,,http://aims.fao.org/aos/agrovoc/c_15840,Imogolite,
minerals,,,http://aims.fao.org/aos/agrovoc/c_15842,Goethite,
Biochemical reactions,,,http://aims.fao.org/aos/agrovoc/c_15869,Denitrification,
Animalia| Animalia| Animalia| Animalia| Animalia| Animalia,Pisces| Mammalia| Vertebrata| Thaliacea| Aves| Urochordata,,http://aims.fao.org/aos/agrovoc/c_1588,Chordata,
Hydrocarbons,,,http://aims.fao.org/aos/agrovoc/c_15883,Acetylene,
Chlorides,,,http://aims.fao.org/aos/agrovoc/c_15892,Calcium chloride,
activities| activities,,,http://aims.fao.org/aos/agrovoc/c_15908,navigation,direction finding| ship routing
minerals,,,http://aims.fao.org/aos/agrovoc/c_15922,Pyrites,
precipitation,,acid deposition,http://aims.fao.org/aos/agrovoc/c_15933,acid rain,acid precipitation
Analytical methods| Analytical methods| Analytical methods| Analytical methods| Analytical methods| Analytical methods| Analytical methods| Analytical methods,Gel chromatography| Ion exchange chromatography| Gas chromatography| Column chromatography| Gas liquid chromatography| Thin layer chromatography| HPLC| Paper chromatography,,http://aims.fao.org/aos/agrovoc/c_1594,Chromatography,
Transition elements,,,http://aims.fao.org/aos/agrovoc/c_1595,Chromium,Cr (symbol)
Inflorescences,,,http://aims.fao.org/aos/agrovoc/c_15957,Cones,
analysis,meteorological observations,,http://aims.fao.org/aos/agrovoc/c_15962,Data analysis,
Sorption,,,http://aims.fao.org/aos/agrovoc/c_15963,Desorption,
chemical reactions| chemical reactions| chemical reactions,Ammonification| Carbon mineralization| Nitrogen mineralization,,http://aims.fao.org/aos/agrovoc/c_15999,Mineralization,
location| location| location,,,http://aims.fao.org/aos/agrovoc/c_16022,Provenance,Geographical origin| Origin| Geographical provenance
Hydroxides,,,http://aims.fao.org/aos/agrovoc/c_16040,Sodium hydroxide,
Transition elements,,,http://aims.fao.org/aos/agrovoc/c_16070,Zirconium,Zr (symbol)
activities| activities| activities| activities| activities| activities| activities| activities| activities| activities| activities| activities| activities| activities| activities| activities| activities| activities| activities| activities| activities| activities| activities| activities| activities| activities| activities| activities| activities| activities,Livestock management| Decision making| data management| disease management| risk management| Knowledge management| pest management| forest management| quality assurance| water management| information management| Business management| Fishery management| decentralization| integrated management| Grassland management| Watershed management| co-management| coordination| environmental management| logistics| Crop management| Farm management| Management by objectives| Resource allocation| Rationalization| project management| resource management| community management| human resources management,,http://aims.fao.org/aos/agrovoc/c_16086,management,
measure,,,http://aims.fao.org/aos/agrovoc/c_16130,Growth rate,
Clay minerals,,,http://aims.fao.org/aos/agrovoc/c_16135,Kaolinite,
Elements| Elements,Anions| Cations,,http://aims.fao.org/aos/agrovoc/c_16162,Ions,
Ions,,,http://aims.fao.org/aos/agrovoc/c_16163,Anions,
population| population,Physiological races| Pathotypes,Clones| Clones,http://aims.fao.org/aos/agrovoc/c_16166,Biotypes,
Ions,Ammonium,,http://aims.fao.org/aos/agrovoc/c_16169,Cations,
entities,,,http://aims.fao.org/aos/agrovoc/c_16173,curriculum,
Crustacea| Crustacea| Crustacea,Pollicipes| Megabalanus| Balanus,,http://aims.fao.org/aos/agrovoc/c_1628,Cirripedia,
Caryophyllales| Violales,Tamarix| Tamarix,,http://aims.fao.org/aos/agrovoc/c_16295,Tamaricaceae,
Southwestern Asia| Southwestern Asia| Southwestern Asia,,,http://aims.fao.org/aos/agrovoc/c_163,Afghanistan,Islamic Republic of Afghanistan| Transitional Islamic State of Afghanistan| Republic of Afghanistan
Organic acids,,,http://aims.fao.org/aos/agrovoc/c_1631,Citric acid,
Arvicolinae,,,http://aims.fao.org/aos/agrovoc/c_16325,Microtus,
Equipment| Equipment,,Microwave ovens| Microwave ovens,http://aims.fao.org/aos/agrovoc/c_16366,Stoves,Cookstoves| Wood burners
Analytical methods,,,http://aims.fao.org/aos/agrovoc/c_16368,Colorimetry,
Measurement,,,http://aims.fao.org/aos/agrovoc/c_16370,Echosounding,
Measurement| Analytical methods,,,http://aims.fao.org/aos/agrovoc/c_16372,Gravimetry,Gravimetric analysis| Gravimetric analysis
Imagery,,,http://aims.fao.org/aos/agrovoc/c_16375,Photointerpretation,
Analytical methods,,,http://aims.fao.org/aos/agrovoc/c_16377,Titrimetry,Volumetry
international relations| international relations| international relations| international relations| international relations| international relations| international relations| international relations| international relations| international relations| Cooperation| Cooperation| Cooperation| Cooperation| Cooperation| Cooperation| Cooperation| Cooperation| Cooperation| Cooperation,Collaborative Partnership on Sustainable Wildlife Management| World Forestry Congress| REDD-plus Partnership| UN-REDD Programme| Forest and Farm Facility| REDD-plus| CPF| Mountain Partnership| TRAFFIC (Wildlife Trade Monitoring Network)| UNFF| Collaborative Partnership on Sustainable Wildlife Management| World Forestry Congress| REDD-plus Partnership| UN-REDD Programme| Forest and Farm Facility| REDD-plus| CPF| Mountain Partnership| TRAFFIC (Wildlife Trade Monitoring Network)| UNFF,,http://aims.fao.org/aos/agrovoc/c_16378,International cooperation,
