,s,o,KindOfLink,sBT,sNT,sRT,sPrefLabel,sAltLabels,oPrefLabel,oDefinition,oAltLabels,oBT,oNT,oRT
24,http://linkeddata.ge.imati.cnr.it/resource/ThIST/tripolitania,http://dbpedia.org/resource/Category:Tripolitania,E,Africa| Libya| North Africa,,,Tripolitania,,Tripolitania,,,Wikipedia categories named after colonies| Provinces of Libya| Regions of Libya,,
25,http://linkeddata.ge.imati.cnr.it/resource/ThIST/tunis,http://dbpedia.org/resource/Category:Tunisia,E,Africa| North Africa| Tunis Tunisia| Tunisia,Tunis Tunisia| Tunisia,Mediterranean region| Maghreb| Atlas Mountains| Sahara,Tunis Tunisia,,Tunisia,,,Member states of the Arab League| North African countries| Maghrebi countries| Countries in Africa| Arabic-speaking countries and territories| Wikipedia categories named after countries| Republics,,
26,http://linkeddata.ge.imati.cnr.it/resource/ThIST/tunis,http://dbpedia.org/resource/Category:Tunisia,E,Africa| North Africa| Tunis Tunisia| Tunisia,Tunis Tunisia| Tunisia,Mediterranean region| Maghreb| Atlas Mountains| Sahara,Tunisia,,Tunisia,,,Member states of the Arab League| North African countries| Maghrebi countries| Countries in Africa| Arabic-speaking countries and territories| Wikipedia categories named after countries| Republics,,
27,http://linkeddata.ge.imati.cnr.it/resource/ThIST/lesotho,http://dbpedia.org/resource/Category:Lesotho,E,Africa| Southern Africa,Maseru Lesotho,Orange River,Lesotho,,Lesotho,,,Countries in Africa| Landlocked countries| Kingdoms| Bantu countries and territories| Enclaves and exclaves| Member states of the Commonwealth of Nations| Southern African countries| English-speaking countries and territories| Wikipedia categories named after countries,,
28,http://linkeddata.ge.imati.cnr.it/resource/ThIST/namibia,http://dbpedia.org/resource/Category:Namibia,E,Africa| Southern Africa,Windhoek Namibia,Kalahari desert,Namibia,,Namibia,,,Afrikaans-speaking countries and territories| Countries in Africa| Bantu countries and territories| Member states of the Commonwealth of Nations| Southern African countries| English-speaking countries and territories| Wikipedia categories named after countries| Republics,,
29,http://linkeddata.ge.imati.cnr.it/resource/ThIST/swaziland,http://dbpedia.org/resource/Category:Swaziland,E,Africa| Southern Africa,Mbabane Swaziland,,Swaziland,,Swaziland,,,Countries in Africa| Landlocked countries| Kingdoms| Enclaves and exclaves| Southern African countries| English-speaking countries and territories| Wikipedia categories named after countries,,
30,http://linkeddata.ge.imati.cnr.it/resource/ThIST/zimbabwe,http://dbpedia.org/resource/Category:Zimbabwe,E,Africa| Southern Africa,Harare Zimbabwe,Limpopo River Basin| Zambezi River Basin| Limpopo River,Zimbabwe,,Zimbabwe,,,Southeast African countries| East African countries| Countries in Africa| Landlocked countries| Bantu countries and territories| Southern African countries| English-speaking countries and territories| Wikipedia categories named after countries| Republics,,
31,http://linkeddata.ge.imati.cnr.it/resource/ThIST/europa,http://dbpedia.org/resource/Category:Europe,E,Africa| Southern Africa| France| Reunion,Carpathians| Spessart| Wales| Sau Alps| Svalbard| Vaud Switzerland| Free Padania| Moselle Valley| Lower Rhine Graben| Catalonia Spain| North Rhine| Lower Saxony Germany| Westerwald| Norway| Latvia| Southeastern Transdanubia| Vatnajokull| Lanzo Massif| Apuseni Mountains| Moldavian Platform| Vogelsberg| Switzerland| Donets Basin| Poland| Diois| Murge| San Marino| San Marino San Marino| Calvados France| Caucasus| Cornwall England| Londonderry Northern Ireland| Erzgebirge| Scotland| Saxony Germany| Vaucluse France| Pyrenees-Orientales| Chalkidiki Peninsula| Stonehenge| Transylvanian Basin| Lake of Zurich| Central Austrian Alps| Morava River valley| Paris Basin| Alpenvorland| Loire Valley| Thuringian Massif| Bavaria Germany| Serbia and Montenegro| Euboea| Otztal Alps| Marmolada Glacier| Burgundy| Surtsey| Teutoburg Forest| Corsica| Pyrenees| Northern Caucasus| Ibiza Spain| Upper Bavaria Germany| Jan Mayen| Danube Plain| Estonia| Zona Sesia| Baltic Shield| Loire France| Swiss Alps| Tauern Tunnel| Belledonne Massif| Moldava Valley| Jura France| Totes Gebirge| North Austrian Alps| Genoa Italy| Zona Penninica| Dalmatia| Saint Gall Switzerland| Lake Constance| Iceland| Possagno Italy| Betic Cordillera| Lubrin| Jura Mountains| Transylvania| Extremadura Spain| Ales France| Brest Basin| Thessaly Greece| Uppsala Sweden| Slovenia| Mecklenburg| Thuringian Basin| Lithuania| Cima d'Asta| Crimea Ukraine| Olympus| Danube Delta| Tarentaise| Bosano| Tagliamento Valley| Haute-Corse France| Upper Rhine Valley| London Basin| Serbo-Macedonian Massif| Bosnia-Herzegovina| Gibraltar| Balkan Foreland| Franconia| Viseu Portugal| Isere Valley| Grosseto Italy| Landes France| Murcia Spain| Limestone Alps| Sudeten| Schwarzenberg Germany| Pindus Mountains| South Austrian Alps| Tallinn Estonia| Aragona Italy| Aragon Spain| Vocontian Trough| Bohemian Massif| Carinthia Austria| Black Sea region| Aubrac| Tatra Mountains| Eifel| Rhodes| Skane| Lower Silesia| Iberian Mountains| Galicia Spain| Karawanken| Vanoise| Rhineland-Palatinate Germany| Dauphine| Bernese Alps| Brandenburg Germany| Palatinate| Narbonne France| Helsinki Finland| Rhine Valley| Sondrio Italy| Bavarian Massif| Danube River Basin| Sulcis| Brabant Massif| Gailtal Alps| Paris France| Betic Zone| Lake Ladoga| Asturian Massif| Ardennes France| Ain France| Guadalquivir Basin| Navarra Spain| Sauerland| Vercors| Saxony-Thuringia| Portugal| Trieste Italy| Dodecanese| Carpathian Foredeep| Moscow Basin| Crete| Spanish Pyrenees| Franconian Jura| Greater Caucasus| Lake Peipsi| Ticino Switzerland| Zona Ivrea-Verbano| Jutland| Swabian Alb| Scandinavia| Upper Franconia Germany| Iberica| Rhine Westphalian Basin| Alsace| Pannonia| Vojvodina| Peloponnesus| Oder Valley| Rhine Graben| Austria| Azov Sea| Armorican Massif| Rhone Delta| Brabant Belgium| Attica Greece| Brioverian| Auversian| Upper Silesia| Netherlands| United Kingdom| Spain| Dinaridi Alps| Hohe Tauern| Lechtal Alps| Karst region| Velay| Siebengebirge| Taranto Italy| Brittany| French Alps| Touraine| Couvinian| Danube River| Balkan Mountains| Upper Palatinate| Ivrea Italy| Rhone River Basin| Subbetic Zone| Balkan Peninsula| Schleswig-Holstein Germany| Aquitaine| Caucasus Foreland| Rhone Valley| Fennoscandia| Auvergne| Ukraine| Bergell Massif| Swiss Molasse Basin| Westphalia| Harz Mountains| Dnieper Basin| Rhodope Mountains| Transdanubia| Parnassus| Morvan| Causses| Uri Switzerland| Upper Rhine Graben| Andorra| Valle d'Aosta Italy| Central Europe| Poitou| Seine Estuary| Asturian Arc| Volhynia| Bulgaria| Salzkammergut| South Austrian Molasse| Dolomites| Carnic Alps| Denmark| Carixian| Taunus| Amsterdam Netherlands| Cevennes| Vienna Austria| Yugoslavia| Scythian Platform| Eastern Europe| Charente France| Novaya Zemlya| Esterel| Rhone France| Swiss Rhine Graben| Aube France| Northern Limestone Alps| Hellenides| Corbieres| Ustica Island| Marne France| Saone-Rhone Basin| Southern Europe| Thuringian Forest| Lake Geneva| Hesse Germany| Croatia| Isere France| North Austrian Molasse| Northern Ireland| Central Massif| Walachia| Nice France| Gotthard Massif| Limburg| Normandy| Greek Ionian Islands| Veszprem Hungary| Taro Valley| Saarland Germany| Norrbotten Sweden| Asturias Spain| Cyclades| Duero Basin| Granada Depression| Hebrides| Thrace| French Coast| Swiss Jura Mountains| Ischia| Valtellina| Imperia Italy| Saxonian Massif| Meurthe-et-Moselle France| Saxony-Anhalt Germany| Saar Basin| Gorizia Italy| Sudetic Basin| Aar Valley| Strona Valley| Southern Transdanubia| Bohemia| Northwestern Transdanubia| Ionian Zone| Baden-Wurttemberg Germany| Adriatic region| French Pyrenees| Lake Balaton| Tarvisio Italy| Tavetsch| Transcaucasia| Lake Onega| Vosges Mountains| Bas-Rhin France| Eastern Alps| Vistula River valley| Euganean Hills| Liechtenstein| Quercy| Wurttemberg| Ardeche France| Valencia Spain| Haute-Saone France| Andalusia Spain| Kaiserstuhl| Vienna Basin| Thera| Transylvanian Alps| Western Europe| Czech Republic| Aar Massif| European Platform| Hungary| Stubai Alps| Sweden| Upper Silesian coal basin| Carpathian Foreland| Rhine River| Lesbos| Vosges France| Esk Trough| Braganca Portugal| England| Savoy| Moravia| Ireland| Monaco| Dniester-Prut Interfluve| Macedonia| Monti Berici| Vestmannaeyjar| Finland| Variscides| Pomerania| Languedoc| Biella Italy| Welsh Borderland| Ambin Massif| Slovakia| Roussillon| Rhineland| Luxembourg| Luxembourg Luxembourg| Elba| Pannonian Basin| Epirus Greece| Transcarpathia Ukraine| Terni Italy| Seine Valley| Greek Aegean Islands| Vogtland| Katzenbuckel| Provence| Cuisian| Greek Macedonia| Istria| Danube Valley| Herault France| Inn Valley| Meseta| Black Forest| Gault| Silesia| Valais Switzerland| Romania| North Rhine-Westphalia| Ebro Basin| Jura Switzerland,Riphean| Rauracian| Lochkovian| Elsterian| upper Cenomanian| Llandeilian| Tithonian| Dittonian| Kimmeridgian| Portlandian| Tongrian| Thanetian| Sicilian| Rhenish Hesse| Riss/Wurm Interglacial| Pragian| Gargasian| Turolian| Wenlockian| Gzhelian| Ipswichian| Riss| Gelasiano| Saxonian| Cenomanian| Vraconian| Eggenburgian| Landenian| Volgian| Hauterivian| Neocomian| upper Maestrichtian| Lower Anisian| Vistulian| upper Riphean| Westphalian| Helvetian| Indian Ocean| Romanian| lower Turonian| Lattorfian| Saalian| Lewisian| Llandoverian| Sarmatian| Rhaetian| Santonian| Tethys| Wealden| Avonian| Lotharingian| Torridonian| Cromerian| Levantinian| Zechstein| upper Visean| Vindobonian| Tortonian| Priabonian| Eemian| Mindel| Uralian| Frasnian| Stephanian| Stampian| Astian| Maestrichtian| Badenian| European Union| upper Weichselian| Rhine Basin| Paleotethys| Upper Anisian| Tournaisian| Meotian| Ludian| Rhenish Schiefergebirge| Caledonides| Muschelkalk| Rotliegendes| Keuper| Pontian| Hoxnian| Bartonian| Akchagylian| Cantabrian| Purbeckian| Strunian| Versilian| Sequanian| Montian| Eifelian| Vallesian| Scythian| Ilerdian| Messinian| Svecofennian| Sakmarian| Sinemurian| Berriasian| Hettangian| Holsteinian| Silesian| islands| Siegenian| Turonian| Assyntic Orogeny| Kazanian| Vendian| Tyrrhenian| Namurian| Rupelian| Artinskian| Cadomian Orogeny| Danian| Zanclean| Viruan| Kupferschiefer| Oxfordian| Preboreal| Urgonian| Egerian| Pliensbachian| Llanvirnian| Toarcian| Magdalenian| Lusitanian| Mindel/Riss Interglacial| Kungurian| Givetian| Milazzian| Buntsandstein| Ludlovian| Mousterian| Laxfordian| Ottnangian| Sparnacian| Tremadocian| Ruscinian| Gedinnian| Tabianian| Malm| Moinian| Thuringian| Asbian| Ypresian| Sudetic Orogeny| Moscovian| Bashkirian| Pridolian| Cordevolian| Valanginian| Mozambique Channel| Langhian| Weichselian| Tarannon| Subboreal| Wurm| Dacian| Villafranchian| Sannoisian| Werfenian| Jotnian| Eurasia| Tatarian| Aldanian| Lapland| Flandrian| Visean| Asturian Orogeny| Asselian| Lutetian| Devensian,Europa Island,,Europe,,,Wikipedia categories named after continents| Afro-Eurasia| Eurasia| Continents,,
32,http://linkeddata.ge.imati.cnr.it/resource/ThIST/europa,http://dbpedia.org/resource/Category:Europe,E,Africa| Southern Africa| France| Reunion,Carpathians| Spessart| Wales| Sau Alps| Svalbard| Vaud Switzerland| Free Padania| Moselle Valley| Lower Rhine Graben| Catalonia Spain| North Rhine| Lower Saxony Germany| Westerwald| Norway| Latvia| Southeastern Transdanubia| Vatnajokull| Lanzo Massif| Apuseni Mountains| Moldavian Platform| Vogelsberg| Switzerland| Donets Basin| Poland| Diois| Murge| San Marino| San Marino San Marino| Calvados France| Caucasus| Cornwall England| Londonderry Northern Ireland| Erzgebirge| Scotland| Saxony Germany| Vaucluse France| Pyrenees-Orientales| Chalkidiki Peninsula| Stonehenge| Transylvanian Basin| Lake of Zurich| Central Austrian Alps| Morava River valley| Paris Basin| Alpenvorland| Loire Valley| Thuringian Massif| Bavaria Germany| Serbia and Montenegro| Euboea| Otztal Alps| Marmolada Glacier| Burgundy| Surtsey| Teutoburg Forest| Corsica| Pyrenees| Northern Caucasus| Ibiza Spain| Upper Bavaria Germany| Jan Mayen| Danube Plain| Estonia| Zona Sesia| Baltic Shield| Loire France| Swiss Alps| Tauern Tunnel| Belledonne Massif| Moldava Valley| Jura France| Totes Gebirge| North Austrian Alps| Genoa Italy| Zona Penninica| Dalmatia| Saint Gall Switzerland| Lake Constance| Iceland| Possagno Italy| Betic Cordillera| Lubrin| Jura Mountains| Transylvania| Extremadura Spain| Ales France| Brest Basin| Thessaly Greece| Uppsala Sweden| Slovenia| Mecklenburg| Thuringian Basin| Lithuania| Cima d'Asta| Crimea Ukraine| Olympus| Danube Delta| Tarentaise| Bosano| Tagliamento Valley| Haute-Corse France| Upper Rhine Valley| London Basin| Serbo-Macedonian Massif| Bosnia-Herzegovina| Gibraltar| Balkan Foreland| Franconia| Viseu Portugal| Isere Valley| Grosseto Italy| Landes France| Murcia Spain| Limestone Alps| Sudeten| Schwarzenberg Germany| Pindus Mountains| South Austrian Alps| Tallinn Estonia| Aragona Italy| Aragon Spain| Vocontian Trough| Bohemian Massif| Carinthia Austria| Black Sea region| Aubrac| Tatra Mountains| Eifel| Rhodes| Skane| Lower Silesia| Iberian Mountains| Galicia Spain| Karawanken| Vanoise| Rhineland-Palatinate Germany| Dauphine| Bernese Alps| Brandenburg Germany| Palatinate| Narbonne France| Helsinki Finland| Rhine Valley| Sondrio Italy| Bavarian Massif| Danube River Basin| Sulcis| Brabant Massif| Gailtal Alps| Paris France| Betic Zone| Lake Ladoga| Asturian Massif| Ardennes France| Ain France| Guadalquivir Basin| Navarra Spain| Sauerland| Vercors| Saxony-Thuringia| Portugal| Trieste Italy| Dodecanese| Carpathian Foredeep| Moscow Basin| Crete| Spanish Pyrenees| Franconian Jura| Greater Caucasus| Lake Peipsi| Ticino Switzerland| Zona Ivrea-Verbano| Jutland| Swabian Alb| Scandinavia| Upper Franconia Germany| Iberica| Rhine Westphalian Basin| Alsace| Pannonia| Vojvodina| Peloponnesus| Oder Valley| Rhine Graben| Austria| Azov Sea| Armorican Massif| Rhone Delta| Brabant Belgium| Attica Greece| Brioverian| Auversian| Upper Silesia| Netherlands| United Kingdom| Spain| Dinaridi Alps| Hohe Tauern| Lechtal Alps| Karst region| Velay| Siebengebirge| Taranto Italy| Brittany| French Alps| Touraine| Couvinian| Danube River| Balkan Mountains| Upper Palatinate| Ivrea Italy| Rhone River Basin| Subbetic Zone| Balkan Peninsula| Schleswig-Holstein Germany| Aquitaine| Caucasus Foreland| Rhone Valley| Fennoscandia| Auvergne| Ukraine| Bergell Massif| Swiss Molasse Basin| Westphalia| Harz Mountains| Dnieper Basin| Rhodope Mountains| Transdanubia| Parnassus| Morvan| Causses| Uri Switzerland| Upper Rhine Graben| Andorra| Valle d'Aosta Italy| Central Europe| Poitou| Seine Estuary| Asturian Arc| Volhynia| Bulgaria| Salzkammergut| South Austrian Molasse| Dolomites| Carnic Alps| Denmark| Carixian| Taunus| Amsterdam Netherlands| Cevennes| Vienna Austria| Yugoslavia| Scythian Platform| Eastern Europe| Charente France| Novaya Zemlya| Esterel| Rhone France| Swiss Rhine Graben| Aube France| Northern Limestone Alps| Hellenides| Corbieres| Ustica Island| Marne France| Saone-Rhone Basin| Southern Europe| Thuringian Forest| Lake Geneva| Hesse Germany| Croatia| Isere France| North Austrian Molasse| Northern Ireland| Central Massif| Walachia| Nice France| Gotthard Massif| Limburg| Normandy| Greek Ionian Islands| Veszprem Hungary| Taro Valley| Saarland Germany| Norrbotten Sweden| Asturias Spain| Cyclades| Duero Basin| Granada Depression| Hebrides| Thrace| French Coast| Swiss Jura Mountains| Ischia| Valtellina| Imperia Italy| Saxonian Massif| Meurthe-et-Moselle France| Saxony-Anhalt Germany| Saar Basin| Gorizia Italy| Sudetic Basin| Aar Valley| Strona Valley| Southern Transdanubia| Bohemia| Northwestern Transdanubia| Ionian Zone| Baden-Wurttemberg Germany| Adriatic region| French Pyrenees| Lake Balaton| Tarvisio Italy| Tavetsch| Transcaucasia| Lake Onega| Vosges Mountains| Bas-Rhin France| Eastern Alps| Vistula River valley| Euganean Hills| Liechtenstein| Quercy| Wurttemberg| Ardeche France| Valencia Spain| Haute-Saone France| Andalusia Spain| Kaiserstuhl| Vienna Basin| Thera| Transylvanian Alps| Western Europe| Czech Republic| Aar Massif| European Platform| Hungary| Stubai Alps| Sweden| Upper Silesian coal basin| Carpathian Foreland| Rhine River| Lesbos| Vosges France| Esk Trough| Braganca Portugal| England| Savoy| Moravia| Ireland| Monaco| Dniester-Prut Interfluve| Macedonia| Monti Berici| Vestmannaeyjar| Finland| Variscides| Pomerania| Languedoc| Biella Italy| Welsh Borderland| Ambin Massif| Slovakia| Roussillon| Rhineland| Luxembourg| Luxembourg Luxembourg| Elba| Pannonian Basin| Epirus Greece| Transcarpathia Ukraine| Terni Italy| Seine Valley| Greek Aegean Islands| Vogtland| Katzenbuckel| Provence| Cuisian| Greek Macedonia| Istria| Danube Valley| Herault France| Inn Valley| Meseta| Black Forest| Gault| Silesia| Valais Switzerland| Romania| North Rhine-Westphalia| Ebro Basin| Jura Switzerland,Riphean| Rauracian| Lochkovian| Elsterian| upper Cenomanian| Llandeilian| Tithonian| Dittonian| Kimmeridgian| Portlandian| Tongrian| Thanetian| Sicilian| Rhenish Hesse| Riss/Wurm Interglacial| Pragian| Gargasian| Turolian| Wenlockian| Gzhelian| Ipswichian| Riss| Gelasiano| Saxonian| Cenomanian| Vraconian| Eggenburgian| Landenian| Volgian| Hauterivian| Neocomian| upper Maestrichtian| Lower Anisian| Vistulian| upper Riphean| Westphalian| Helvetian| Indian Ocean| Romanian| lower Turonian| Lattorfian| Saalian| Lewisian| Llandoverian| Sarmatian| Rhaetian| Santonian| Tethys| Wealden| Avonian| Lotharingian| Torridonian| Cromerian| Levantinian| Zechstein| upper Visean| Vindobonian| Tortonian| Priabonian| Eemian| Mindel| Uralian| Frasnian| Stephanian| Stampian| Astian| Maestrichtian| Badenian| European Union| upper Weichselian| Rhine Basin| Paleotethys| Upper Anisian| Tournaisian| Meotian| Ludian| Rhenish Schiefergebirge| Caledonides| Muschelkalk| Rotliegendes| Keuper| Pontian| Hoxnian| Bartonian| Akchagylian| Cantabrian| Purbeckian| Strunian| Versilian| Sequanian| Montian| Eifelian| Vallesian| Scythian| Ilerdian| Messinian| Svecofennian| Sakmarian| Sinemurian| Berriasian| Hettangian| Holsteinian| Silesian| islands| Siegenian| Turonian| Assyntic Orogeny| Kazanian| Vendian| Tyrrhenian| Namurian| Rupelian| Artinskian| Cadomian Orogeny| Danian| Zanclean| Viruan| Kupferschiefer| Oxfordian| Preboreal| Urgonian| Egerian| Pliensbachian| Llanvirnian| Toarcian| Magdalenian| Lusitanian| Mindel/Riss Interglacial| Kungurian| Givetian| Milazzian| Buntsandstein| Ludlovian| Mousterian| Laxfordian| Ottnangian| Sparnacian| Tremadocian| Ruscinian| Gedinnian| Tabianian| Malm| Moinian| Thuringian| Asbian| Ypresian| Sudetic Orogeny| Moscovian| Bashkirian| Pridolian| Cordevolian| Valanginian| Mozambique Channel| Langhian| Weichselian| Tarannon| Subboreal| Wurm| Dacian| Villafranchian| Sannoisian| Werfenian| Jotnian| Eurasia| Tatarian| Aldanian| Lapland| Flandrian| Visean| Asturian Orogeny| Asselian| Lutetian| Devensian,Europe,,Europe,,,Wikipedia categories named after continents| Afro-Eurasia| Eurasia| Continents,,
33,http://linkeddata.ge.imati.cnr.it/resource/ThIST/cameroon,http://dbpedia.org/resource/Category:Cameroon,E,Africa| West Africa,Douala Cameroon,Gulf of Guinea| Niger River Basin| Congo River| Lake Chad| Congo River Basin,Cameroon,,Cameroon,,,Member states of the African Union| Central African countries| Member states of the Organisation internationale de la Francophonie| Countries in Africa| Commonwealth republics| Member states of the Commonwealth of Nations| French-speaking countries and territories| English-speaking countries and territories| Wikipedia categories named after countries| States and territories established in 1960| Republics,,
34,http://linkeddata.ge.imati.cnr.it/resource/ThIST/congo,http://dbpedia.org/resource/Category:Congo,E,Africa| West Africa,Brazzaville Congo,Congo River| Congo River Basin,Congo,,Congo,,,Geography of Central Africa,,
35,http://linkeddata.ge.imati.cnr.it/resource/ThIST/gambia,http://dbpedia.org/resource/Category:Gambia,E,Africa| West Africa,Banjul Gambia,Gambie River| Ganbie basin,Gambia,,Gambia,,,,,
36,http://linkeddata.ge.imati.cnr.it/resource/ThIST/ghana,http://dbpedia.org/resource/Category:Ghana,E,Africa| West Africa,Accra Ghana| Lake Volta,Gulf of Guinea| Volta River| Volta Basin,Ghana,,Ghana,,,Countries in Africa| West African countries| English-speaking countries and territories| Wikipedia categories named after countries| Republics,,Guinea-Bissau| Equatorial Guinea| French Guiana| Guyana| Papua New Guinea| New Guinea| Guinea
37,http://linkeddata.ge.imati.cnr.it/resource/ThIST/guinee,http://dbpedia.org/resource/Category:Guinea,E,Africa| West Africa,Conakry Guinea,Gambie River| Niger River| Senegal Basin| Ganbie basin| Senegal River,Guinea,,Guinea,,,Countries in Africa| West African countries| Wikipedia categories named after countries| Republics,,
38,http://linkeddata.ge.imati.cnr.it/resource/ThIST/liberia,http://dbpedia.org/resource/Category:Liberia,E,Africa| West Africa,Monrovia Liberia,,Liberia,,Liberia,,,Countries in Africa| West African countries| English-speaking countries and territories| Wikipedia categories named after countries| Republics,,
39,http://linkeddata.ge.imati.cnr.it/resource/ThIST/mali,http://dbpedia.org/resource/Category:Mali,E,Africa| West Africa,Tombouctou Mali| Cliff of Bandiagara| Bamako Mali,Niger River Basin| Niger River| Sahel| Senegal Basin| Senegal River| Niger Valley,Mali,,Mali,,,Countries in Africa| Landlocked countries| West African countries| Wikipedia categories named after countries| States and territories established in 1960| Republics,,
40,http://linkeddata.ge.imati.cnr.it/resource/ThIST/muritaniyah,http://dbpedia.org/resource/Category:Mauritania,E,Africa| West Africa,Nouakchott,Sahel| Senegal Basin| Senegal River| Sahara,Mauritania,,Mauritania,,,Member states of the African Union| Member states of the Arab League| Maghrebi countries| Countries in Africa| Arabic-speaking countries and territories| West African countries| French West Africa| Wikipedia categories named after countries| States and territories established in 1960| Republics,,
41,http://linkeddata.ge.imati.cnr.it/resource/ThIST/nigeria,http://dbpedia.org/resource/Category:Nigeria,E,Africa| West Africa,Niger Delta| Abuja Nigeria,Niger River| Lake Chad,Nigeria,,Nigeria,,,Member states of the African Union| Countries in Africa| West African countries| English-speaking countries and territories| Wikipedia categories named after countries| States and territories established in 1960| Republics,,
42,http://linkeddata.ge.imati.cnr.it/resource/ThIST/senegal,http://dbpedia.org/resource/Category:Senegal,E,Africa| West Africa,Dakar Senegal,Gambie River| Sahel| Senegal Basin| Ganbie basin| Senegal River,Senegal,,Senegal,,,Countries in Africa| West African countries| French West Africa| Wikipedia categories named after countries| States and territories established in 1960| Republics,,
43,http://linkeddata.ge.imati.cnr.it/resource/ThIST/tchad,http://dbpedia.org/resource/Category:Chad,E,Africa| West Africa,Tibesti Massif,Sahel| Chad Basin| Lake Chad| Sahara,Chad,,Chad,,,Central African countries| Member states of the Organisation internationale de la Francophonie| Countries in Africa| Arabic-speaking countries and territories| Landlocked countries| French-speaking countries and territories| Wikipedia categories named after countries| States and territories established in 1960| Republics,,
44,http://linkeddata.ge.imati.cnr.it/resource/ThIST/togo,http://dbpedia.org/resource/Category:Togo,E,Africa| West Africa,Lomé Togo,Volta Basin,Togo,,Togo,,,Countries in Africa| West African countries| Wikipedia categories named after countries| States and territories established in 1960,,
45,http://linkeddata.ge.imati.cnr.it/resource/ThIST/carburi,http://dbpedia.org/resource/Category:Carbides,E,alloys,cohenite| moissanite,carborundum,carbides,,Carbides,,,Inorganic carbon compounds,,
46,http://linkeddata.ge.imati.cnr.it/resource/ThIST/fosfuri,http://dbpedia.org/resource/Category:Phosphides,E,alloys,schreibersite,,phosphides,,Phosphides,,,Phosphorus compounds,,
47,http://linkeddata.ge.imati.cnr.it/resource/ThIST/nitruri,http://dbpedia.org/resource/Category:Nitrides,E,alloys,,,nitrides,,Nitrides,,,Nitrogen compounds,,
48,http://linkeddata.ge.imati.cnr.it/resource/ThIST/siliciuri,http://dbpedia.org/resource/Category:Silicides,E,alloys,,,silicides,,Silicides,,,Silicon compounds,,
49,http://linkeddata.ge.imati.cnr.it/resource/ThIST/ferrolega,http://dbpedia.org/resource/Category:Ferroalloys,E,metallurgy| alloys,,iron,ferroalloys,,Ferroalloys,,,Ferrous alloys,,
50,http://linkeddata.ge.imati.cnr.it/resource/ThIST/dolomiti,http://dbpedia.org/resource/Category:Dolomites,E,Alps| Europe| Europa Island| Eastern Alps,Cima d'Asta| Lessini Mountains| Marmolada| Latemar Massif,Atesine Alps| Piave River Basin| Tyrol Austria| Voltago Conglomerate| Senales Valley| Marmolada Glacier| Piave River| Non Valley| Valsugana| Formazione di Soverzene| Dolomia Principale| Ambata Formation| Brenta-Bacchiglione River Basin| Badia Valley| Conglomerato di Richtofen| Calcare di Morbiac| Formazione di Agordo| Formazione di Duerrenstein| Cadore| Tagliamento River Basin,Dolomites,,Dolomites,,,Southern Limestone Alps| World Heritage Sites in Italy| Wikipedia categories named after mountain ranges| Mountain ranges of Trentino| Mountain ranges of South Tyrol,,
51,http://linkeddata.ge.imati.cnr.it/resource/ThIST/cromatografia,http://dbpedia.org/resource/Category:Chromatography,E,analysis,,ion chromatography| chromatograms| liquid chromatography| analytical method| adsorption| gas chromatography| spectroscopy,chromatography,,Chromatography,,,Instrumental analysis| Separation processes| Laboratory techniques,,
52,http://linkeddata.ge.imati.cnr.it/resource/ThIST/gronland,http://dbpedia.org/resource/Category:Greenland,E,Arctic region| Denmark,Godthab Greenland,Laurentia| glacial rebound| Atlantic Ocean,Greenland,,Greenland,,,Island countries| Special territories of the European Union| Former colonies in North America| Inuit territories| Wikipedia categories named after dependent territories| Nordic countries| Arctic Watershed of North America| Wikipedia categories named after islands| Regions of the Arctic| Denmark| Danish dependencies| Dependent territories in North America,,
53,http://linkeddata.ge.imati.cnr.it/resource/ThIST/yerevan,http://dbpedia.org/resource/Category:Yerevan,E,Armenia,,,Yerevan,,Yerevan,,,Provinces of Armenia| Populated places in Armenia| Capitals in Asia| Wikipedia categories named after capitals| Cities and towns in Armenia,,
54,http://linkeddata.ge.imati.cnr.it/resource/ThIST/himalaya,http://dbpedia.org/resource/Category:Himalayas,E,Asia,Mount Everest,Alpine Orogeny| Himalayan Orogeny| Pakistan| Bhutan| China| Nepal| India,Himalayas,,Himalayas,,,Mountain ranges of Asia| Mountain ranges of Bhutan| Mountain ranges of India| Mountain ranges of Nepal| Wikipedia categories named after mountain ranges| Mountain ranges of the Tibet Autonomous Region| Mountain ranges of Tibet| Mountain ranges of Pakistan,,
55,http://linkeddata.ge.imati.cnr.it/resource/ThIST/karakorum,http://dbpedia.org/resource/Category:Karakoram,E,Asia,,Pakistan| China| Ladakh| India,Karakoram,,Karakoram,,,Wikipedia categories named after mountain ranges| Himalayas| Mountain ranges of Gilgit-Baltistan| Mountain ranges of Xinjiang,,
56,http://linkeddata.ge.imati.cnr.it/resource/ThIST/ladakh,http://dbpedia.org/resource/Category:Ladakh,E,Asia,,Karakoram| India,Ladakh,,Ladakh,,,Jammu and Kashmir| Proposed states and territories of India,,
57,http://linkeddata.ge.imati.cnr.it/resource/ThIST/mongoluls,http://dbpedia.org/resource/Category:Mongolia,E,Asia,Ulan Bator Mongolia,Gobi Desert,Mongolia,,Mongolia,,,Inner Asia| Northeast Asian countries| Central Asian countries| Mongols| Landlocked countries| Countries in Asia| Wikipedia categories named after countries| Republics| East Asian countries,,
